Nome do Repositorio;Data de Criacao;Data de Atualizacao;Linguagem Primaria;Total de Releases;Pull Requests Aceitos;Total de Issues;Issues Fechadas
directus/directus;2012-12-12T01:35:36Z;2026-03-05T22:22:15Z;TypeScript;357;8544;9741;9392
danny-avila/LibreChat;2023-02-12T01:06:52Z;2026-03-05T22:31:45Z;TypeScript;80;2901;4178;3941
google/langextract;2025-07-08T20:46:06Z;2026-03-05T21:40:06Z;Python;12;78;180;92
xitu/gold-miner;2015-11-04T03:29:13Z;2026-03-05T15:10:06Z;N/A;0;3563;5602;5591
nodejs/node-v0.x-archive;2009-05-27T16:29:46Z;2026-03-05T16:52:19Z;N/A;0;218;6379;6379
hyprwm/Hyprland;2022-03-16T19:49:13Z;2026-03-05T21:23:13Z;C++;107;2277;7483;7424
mpv-player/mpv;2012-10-13T08:08:44Z;2026-03-05T22:35:45Z;C;88;3783;10842;9867
python-poetry/poetry;2018-02-28T15:23:47Z;2026-03-05T19:18:11Z;Python;147;2425;6317;5811
schollz/croc;2017-10-17T15:20:18Z;2026-03-05T14:25:49Z;Go;180;283;563;561
nextcloud/server;2016-06-02T07:44:14Z;2026-03-05T22:09:33Z;PHP;405;30966;20841;18363
ashishps1/awesome-system-design-resources;2023-10-25T01:50:42Z;2026-03-05T22:15:43Z;Java;0;3;30;26
chenfei-wu/TaskMatrix;2023-03-02T09:04:28Z;2026-03-05T22:03:45Z;Python;0;21;357;136
pnpm/pnpm;2016-01-28T07:40:43Z;2026-03-05T20:44:28Z;TypeScript;1000;3022;5236;3210
gchq/CyberChef;2016-11-28T10:34:07Z;2026-03-05T22:29:38Z;JavaScript;451;555;1106;664
anthropics/claude-cookbooks;2023-08-15T20:23:51Z;2026-03-05T22:32:37Z;Jupyter Notebook;0;147;131;122
testerSunshine/12306;2017-05-17T12:23:40Z;2026-03-05T16:43:58Z;Python;1;31;690;466
refinedev/refine;2021-01-20T12:01:32Z;2026-03-05T18:42:08Z;TypeScript;1000;4653;1726;1715
zenorocha/clipboard.js;2015-09-18T23:04:55Z;2026-03-05T12:49:59Z;JavaScript;42;117;629;618
facebookresearch/detectron2;2019-09-05T21:30:20Z;2026-03-05T22:15:00Z;Python;10;0;3569;3099
microsoft/Data-Science-For-Beginners;2021-03-03T16:30:15Z;2026-03-05T22:33:15Z;Jupyter Notebook;0;452;136;135
xkcoding/spring-boot-demo;2017-11-10T06:27:29Z;2026-03-05T11:15:34Z;Java;0;15;173;73
TheAlgorithms/JavaScript;2017-07-13T06:12:33Z;2026-03-05T14:25:02Z;JavaScript;0;798;223;202
SeleniumHQ/selenium;2013-01-14T21:40:56Z;2026-03-05T19:39:31Z;Java;114;3648;11135;11016
atlassian/react-beautiful-dnd;2017-08-09T03:37:15Z;2026-03-05T20:29:22Z;JavaScript;68;531;1619;1047
anoma/anoma;2021-02-02T10:00:16Z;2026-03-04T19:02:50Z;Elixir;12;897;713;630
1Panel-dev/1Panel;2022-07-19T15:44:52Z;2026-03-05T21:27:04Z;Go;109;4716;6323;5912
ajeetdsouza/zoxide;2020-03-05T13:11:40Z;2026-03-05T22:29:18Z;Rust;37;247;719;601
qishibo/AnotherRedisDesktopManager;2019-01-08T06:01:56Z;2026-03-05T18:35:30Z;JavaScript;53;152;1100;936
google-ai-edge/mediapipe;2019-06-13T19:16:41Z;2026-03-05T20:05:05Z;C++;64;201;5616;5182
ehang-io/nps;2018-11-04T13:22:51Z;2026-03-05T15:18:46Z;Go;59;74;1205;697
TheAlgorithms/C-Plus-Plus;2016-07-16T10:19:45Z;2026-03-05T18:18:36Z;C++;0;705;331;323
zxing/zxing;2011-10-12T14:07:27Z;2026-03-05T21:39:59Z;Java;32;345;1340;1336
harness/harness;2014-02-07T07:54:44Z;2026-03-05T20:40:48Z;Go;55;1053;2017;1937
GorvGoyl/Clone-Wars;2020-12-02T11:10:16Z;2026-03-05T15:52:04Z;N/A;0;130;87;70
CMU-Perceptual-Computing-Lab/openpose;2017-04-24T14:06:31Z;2026-03-05T19:01:53Z;C++;15;174;2007;1667
halfrost/LeetCode-Go;2017-07-18T00:06:14Z;2026-03-05T17:20:17Z;Go;4;178;82;64
Pythagora-io/gpt-pilot;2023-08-16T11:56:07Z;2026-03-05T20:00:30Z;Python;0;396;553;314
jqlang/jq;2012-07-18T19:57:25Z;2026-03-05T22:15:30Z;C;15;681;2320;1962
asgeirtj/system_prompts_leaks;2025-05-03T02:43:56Z;2026-03-05T22:32:49Z;HTML;0;20;0;0
alibaba/easyexcel;2018-02-06T03:14:08Z;2026-03-05T11:38:19Z;Java;14;190;3620;3131
Blankj/AndroidUtilCode;2016-07-30T18:18:32Z;2026-03-04T23:34:09Z;Java;117;88;1595;1283
AFNetworking/AFNetworking;2011-05-31T21:28:44Z;2026-03-05T05:47:27Z;Objective-C;40;710;0;0
lllyasviel/ControlNet;2023-02-01T02:43:30Z;2026-03-05T19:06:09Z;Python;0;5;574;138
filebrowser/filebrowser;2015-09-11T21:21:58Z;2026-03-05T22:33:56Z;Go;129;761;2897;2866
ZuodaoTech/everyone-can-use-english;2019-03-15T16:33:53Z;2026-03-05T17:57:16Z;TypeScript;48;462;470;376
carbon-language/carbon-lang;2020-04-27T21:45:16Z;2026-03-05T21:46:30Z;C++;606;5033;794;617
shadowsocks/shadowsocks;2012-04-20T13:10:49Z;2026-03-05T13:26:12Z;Python;2;70;0;0
sxyazi/yazi;2023-07-08T11:45:55Z;2026-03-05T21:48:20Z;Rust;30;1129;1695;1650
XX-net/XX-Net;2015-01-15T09:35:51Z;2026-03-05T22:34:27Z;Python;390;363;13340;5417
lib-pku/libpku;2018-11-22T13:33:06Z;2026-03-05T15:54:40Z;TeX;0;22;43;32
v2fly/v2ray-core;2019-04-15T10:05:54Z;2026-03-05T12:13:41Z;Go;121;978;1078;1054
IceWhaleTech/CasaOS;2021-09-26T02:33:09Z;2026-03-05T17:53:03Z;Go;97;275;1676;897
explosion/spaCy;2014-07-03T15:15:40Z;2026-03-05T18:18:35Z;Python;133;3598;5742;5585
swc-project/swc;2017-12-22T11:40:14Z;2026-03-05T19:59:30Z;Rust;780;5893;4111;3736
bayandin/awesome-awesomeness;2014-07-08T05:44:19Z;2026-03-05T19:13:53Z;Ruby;0;197;70;52
balena-io/etcher;2015-10-27T16:53:23Z;2026-03-05T21:47:40Z;TypeScript;289;1731;2461;1850
pcottle/learnGitBranching;2012-08-13T22:36:09Z;2026-03-05T19:38:15Z;JavaScript;0;650;531;478
keycloak/keycloak;2013-07-02T13:38:51Z;2026-03-05T21:56:21Z;Java;102;19240;17588;15322
khoj-ai/khoj;2021-08-16T01:48:44Z;2026-03-05T22:32:48Z;Python;170;486;568;487
bilibili/ijkplayer;2013-06-03T04:12:04Z;2026-03-05T12:23:05Z;C;0;35;5384;2547
drizzle-team/drizzle-orm;2021-06-24T09:03:05Z;2026-03-05T22:10:38Z;TypeScript;170;660;3466;2240
utmapp/UTM;2019-04-12T16:09:24Z;2026-03-05T20:15:28Z;Swift;128;277;3585;2610
awesome-foss/awesome-sysadmin;2014-12-23T08:41:22Z;2026-03-05T22:28:53Z;N/A;0;342;105;90
adobe/brackets;2011-12-07T21:14:40Z;2026-03-05T08:17:47Z;JavaScript;69;4332;9683;7066
immutable-js/immutable-js;2014-07-02T06:02:29Z;2026-03-05T03:28:47Z;TypeScript;92;621;1267;1171
mckaywrigley/chatbot-ui;2023-03-11T14:53:14Z;2026-03-05T18:18:14Z;TypeScript;0;281;1002;817
thedotmack/claude-mem;2025-08-31T20:50:03Z;2026-03-05T22:35:27Z;TypeScript;209;211;665;623
gulpjs/gulp;2013-07-04T05:26:06Z;2026-03-05T12:37:01Z;JavaScript;24;412;1937;1907
TabbyML/tabby;2023-03-16T09:18:01Z;2026-03-05T16:20:59Z;Rust;249;3001;991;753
derailed/k9s;2019-01-25T18:46:02Z;2026-03-05T21:53:20Z;Go;257;963;2284;2087
SerenityOS/serenity;2018-12-02T19:28:41Z;2026-03-05T17:02:45Z;C++;0;19924;4293;3572
wailsapp/wails;2018-12-15T23:14:06Z;2026-03-05T19:50:10Z;Go;292;1690;2321;2092
huggingface/diffusers;2022-05-30T16:04:02Z;2026-03-05T18:23:47Z;Python;89;5519;5235;4632
AdguardTeam/AdGuardHome;2016-07-06T10:31:47Z;2026-03-05T22:27:54Z;Go;229;125;5920;4698
GyulyVGC/sniffnet;2022-07-31T21:55:56Z;2026-03-05T22:08:21Z;Rust;16;480;314;267
shadowsocks/ShadowsocksX-NG;2016-06-10T11:49:00Z;2026-03-05T13:55:47Z;Swift;30;64;1360;1051
certbot/certbot;2014-11-12T02:52:20Z;2026-03-05T21:24:47Z;Python;68;4078;5522;5390
aquasecurity/trivy;2019-04-11T01:01:07Z;2026-03-05T22:34:05Z;Go;85;3497;3032;2867
ocrmypdf/OCRmyPDF;2013-12-20T08:26:28Z;2026-03-05T19:10:20Z;Python;52;169;1322;1185
firecracker-microvm/firecracker;2017-10-19T06:18:47Z;2026-03-05T22:09:35Z;Rust;84;3427;1485;1435
nothings/stb;2014-05-25T16:51:23Z;2026-03-05T22:17:47Z;C;0;291;936;716
fish-shell/fish-shell;2012-05-10T03:00:55Z;2026-03-05T22:27:46Z;Rust;62;2192;8014;7522
ibraheemdev/modern-unix;2021-01-12T00:50:14Z;2026-03-05T21:34:46Z;N/A;0;15;84;30
zeromicro/go-zero;2020-08-07T15:37:57Z;2026-03-05T18:41:38Z;Go;149;2435;1956;1787
backstage/backstage;2020-01-24T22:39:49Z;2026-03-05T21:55:15Z;TypeScript;496;20356;7478;7178
openai/CLIP;2020-12-16T11:24:42Z;2026-03-05T20:29:54Z;Jupyter Notebook;0;29;442;192
chen08209/FlClash;2023-08-15T07:47:22Z;2026-03-05T21:31:12Z;Dart;102;2;1609;1001
google/comprehensive-rust;2022-12-21T15:17:24Z;2026-03-05T17:27:40Z;Rust;0;2402;362;242
alibaba/nacos;2018-06-15T06:49:27Z;2026-03-05T22:23:02Z;Java;88;3332;9489;9279
mli/paper-reading;2021-10-22T06:34:51Z;2026-03-05T12:15:42Z;N/A;0;15;0;0
qier222/YesPlayMusic;2020-10-09T10:04:21Z;2026-03-05T21:34:03Z;Vue;32;292;1834;1200
binarywang/WxJava;2016-01-06T08:24:05Z;2026-03-05T16:31:17Z;Java;31;1182;2455;2447
MonitorControl/MonitorControl;2017-09-16T21:13:40Z;2026-03-05T20:22:11Z;Swift;26;220;1010;994
anthropics/prompt-eng-interactive-tutorial;2024-04-02T15:52:00Z;2026-03-05T22:29:00Z;Jupyter Notebook;0;1;35;4
stanfordnlp/dspy;2023-01-09T21:01:51Z;2026-03-05T20:51:17Z;Python;106;1469;1512;1235
lutzroeder/netron;2010-12-26T12:53:43Z;2026-03-05T20:44:49Z;JavaScript;4;1;1253;1236
restic/restic;2014-04-27T14:07:58Z;2026-03-05T21:31:16Z;Go;49;2318;2915;2469
remix-run/remix;2020-10-26T19:57:28Z;2026-03-05T20:46:13Z;TypeScript;357;3662;2694;2659
block/goose;2024-08-23T19:03:36Z;2026-03-05T22:36:45Z;Rust;122;4287;1806;1513
floating-ui/floating-ui;2016-03-29T17:00:47Z;2026-03-05T18:23:09Z;TypeScript;506;1209;1476;1443
yewstack/yew;2017-12-16T14:19:02Z;2026-03-05T20:26:41Z;Rust;38;1879;1268;1172
open-mmlab/mmdetection;2018-08-22T07:06:06Z;2026-03-05T21:30:32Z;Python;53;2358;8523;6753
beego/beego;2012-02-29T02:32:08Z;2026-03-05T11:16:43Z;Go;42;1326;3381;3379
ziadoz/awesome-php;2013-11-26T03:14:19Z;2026-03-05T11:12:42Z;N/A;0;457;155;153
cursor/cursor;2023-03-12T00:19:42Z;2026-03-05T18:03:49Z;N/A;0;47;0;0
glanceapp/glance;2024-04-27T18:55:38Z;2026-03-05T20:51:56Z;Go;33;110;506;293
k3s-io/k3s;2018-05-31T01:37:46Z;2026-03-05T22:23:29Z;Go;957;4461;7379;7279
vercel/swr;2019-10-28T18:16:01Z;2026-03-05T09:42:15Z;TypeScript;126;816;973;831
lizongying/my-tv;2023-12-04T12:18:39Z;2026-03-05T13:27:49Z;C;72;11;921;777
medusajs/medusa;2020-01-18T13:39:04Z;2026-03-05T20:06:39Z;TypeScript;146;8408;3660;3591
google/material-design-lite;2015-01-14T22:01:33Z;2026-03-05T20:32:07Z;HTML;14;655;2204;1814
0xAX/linux-insides;2015-01-03T18:44:57Z;2026-03-05T20:32:01Z;Python;0;619;191;168
labstack/echo;2015-03-01T17:43:01Z;2026-03-05T17:28:25Z;Go;116;629;1489;1441
yunjey/pytorch-tutorial;2017-03-10T07:41:47Z;2026-03-05T17:44:43Z;Python;0;28;180;114
Lissy93/web-check;2023-06-25T14:32:11Z;2026-03-05T19:01:50Z;TypeScript;1;53;136;65
datalab-to/marker;2023-10-30T20:14:08Z;2026-03-05T21:27:59Z;Python;71;228;650;324
facebookresearch/fairseq;2017-08-29T16:26:12Z;2026-03-05T16:21:28Z;Python;16;236;4260;3060
The-Run-Philosophy-Organization/run;2022-04-10T05:42:40Z;2026-03-05T16:53:29Z;N/A;0;172;261;216
linera-io/linera-protocol;2021-12-19T04:09:21Z;2026-03-05T21:03:29Z;Rust;31;3548;1443;903
apache/kafka;2011-08-15T18:06:16Z;2026-03-05T21:42:09Z;Java;0;12773;0;0
frappe/erpnext;2011-06-08T08:20:56Z;2026-03-05T22:29:52Z;Python;1000;28711;17753;15805
PDFMathTranslate/PDFMathTranslate;2024-09-06T06:56:03Z;2026-03-05T18:37:22Z;Python;24;136;857;732
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code;2021-01-02T12:08:37Z;2026-03-05T22:27:58Z;N/A;0;3;74;26
cockroachdb/cockroach;2014-02-06T00:18:47Z;2026-03-05T22:34:27Z;Go;0;72796;82371;75725
lovell/sharp;2013-08-19T20:24:24Z;2026-03-05T14:59:36Z;JavaScript;107;311;4030;3912
linexjlin/GPTs;2023-11-11T03:24:16Z;2026-03-05T22:20:08Z;N/A;0;45;31;21
NginxProxyManager/nginx-proxy-manager;2017-12-20T23:01:16Z;2026-03-05T21:46:17Z;TypeScript;86;683;3189;2344
nicolargo/glances;2011-12-04T08:49:15Z;2026-03-05T20:58:09Z;Python;55;772;2161;2030
hasura/graphql-engine;2018-06-18T07:57:36Z;2026-03-05T19:22:12Z;TypeScript;300;2110;6409;4165
PostHog/posthog;2020-01-23T22:46:58Z;2026-03-05T22:21:45Z;Python;84;34572;9091;6359
dokku/dokku;2013-06-08T10:26:57Z;2026-03-05T18:16:36Z;Shell;317;4511;2844;2817
casey/just;2016-06-17T06:08:08Z;2026-03-05T22:05:43Z;Rust;131;1370;1350;1005
Trinea/android-open-project;2014-01-05T15:20:15Z;2026-03-05T05:11:41Z;N/A;0;204;87;75
niklasvh/html2canvas;2011-07-16T01:05:58Z;2026-03-05T15:41:27Z;TypeScript;45;186;2633;1664
Chanzhaoyu/chatgpt-web;2023-02-09T03:21:37Z;2026-03-05T13:48:00Z;Vue;43;159;1746;1746
microsoft/MS-DOS;2018-06-25T18:26:02Z;2026-03-05T13:42:03Z;Assembly;0;37;0;0
valinet/ExplorerPatcher;2021-08-09T14:17:24Z;2026-03-05T22:34:38Z;C;296;19;2660;2358
KeygraphHQ/shannon;2025-09-27T01:51:47Z;2026-03-05T22:35:34Z;TypeScript;0;57;76;67
airbnb/lottie-web;2015-02-20T21:02:59Z;2026-03-05T18:52:12Z;JavaScript;0;136;2908;2128
amix/vimrc;2012-05-29T16:19:29Z;2026-03-05T18:19:50Z;Vim Script;0;107;523;510
kovidgoyal/kitty;2016-10-16T14:48:28Z;2026-03-05T21:33:45Z;Python;132;1244;6662;6653
vbenjs/vue-vben-admin;2020-07-11T02:29:21Z;2026-03-05T15:56:00Z;Vue;61;1748;3900;3822
continuedev/continue;2023-05-24T03:39:39Z;2026-03-05T20:41:31Z;TypeScript;803;3891;5533;4503
ReactiveX/rxjs;2015-03-15T06:17:10Z;2026-03-05T15:25:18Z;TypeScript;2;2588;3165;2942
facebook/rocksdb;2012-11-30T06:16:18Z;2026-03-05T22:21:30Z;C++;212;620;3501;2650
codex-team/editor.js;2015-11-28T20:56:35Z;2026-03-05T21:51:34Z;TypeScript;107;870;1540;937
ianstormtaylor/slate;2016-06-18T01:52:42Z;2026-03-05T17:39:12Z;TypeScript;210;1980;3228;2548
shardeum/shardeum;2024-04-16T22:37:25Z;2026-03-05T18:24:56Z;TypeScript;0;326;40;35
numpy/numpy;2010-09-13T23:02:39Z;2026-03-05T22:24:08Z;Python;139;13915;13822;11725
kubernetes/minikube;2016-04-15T22:38:35Z;2026-03-05T20:43:37Z;Go;154;9396;10451;9937
tinygrad/tinygrad;2020-10-18T16:23:12Z;2026-03-05T21:54:44Z;Python;14;10523;1083;959
conductor-oss/conductor;2023-12-08T06:06:09Z;2026-03-05T21:43:55Z;Java;33;340;241;143
OWASP/CheatSheetSeries;2018-12-21T14:26:43Z;2026-03-05T19:14:22Z;Python;0;1198;630;580
surrealdb/surrealdb;2021-12-09T15:03:29Z;2026-03-05T17:15:58Z;Rust;121;2605;2382;1786
OpenBMB/ChatDev;2023-08-28T02:18:13Z;2026-03-05T21:43:12Z;Python;11;136;303;269
raysan5/raylib;2013-10-24T15:46:04Z;2026-03-05T18:34:25Z;C;24;2448;2128;2128
tokio-rs/tokio;2016-09-09T22:31:36Z;2026-03-05T22:20:38Z;Rust;141;3802;2616;2291
influxdata/influxdb;2013-09-26T14:31:10Z;2026-03-05T21:41:17Z;Rust;95;10939;14169;12121
TauricResearch/TradingAgents;2024-12-28T03:31:08Z;2026-03-05T22:38:40Z;Python;1;19;195;33
coolsnowwolf/lede;2017-09-06T07:39:03Z;2026-03-05T12:23:29Z;C;7;2051;9324;8506
Dokploy/dokploy;2024-04-19T07:49:30Z;2026-03-05T22:26:24Z;TypeScript;147;1329;1659;1256
MHSanaei/3x-ui;2023-02-09T19:16:57Z;2026-03-05T22:15:56Z;HTML;102;642;2684;2275
alpinejs/alpine;2019-11-28T13:51:55Z;2026-03-05T13:30:59Z;HTML;146;694;613;613
microsoft/WSL;2016-04-06T17:32:56Z;2026-03-05T22:27:00Z;C++;97;542;12068;11149
ItzCrazyKns/Perplexica;2024-04-09T10:51:32Z;2026-03-05T22:36:43Z;TypeScript;33;82;613;433
koala73/worldmonitor;2026-01-08T17:26:06Z;2026-03-05T22:38:44Z;TypeScript;43;663;207;141
mathiasbynens/dotfiles;2011-09-05T18:07:54Z;2026-03-05T15:33:54Z;Shell;0;44;393;255
microsoft/graphrag;2024-03-27T17:57:52Z;2026-03-05T21:57:53Z;Python;35;720;801;772
donnemartin/interactive-coding-challenges;2015-04-28T21:36:39Z;2026-03-05T18:22:39Z;Python;0;176;69;32
patchy631/ai-engineering-hub;2024-10-21T10:43:24Z;2026-03-05T22:36:07Z;Jupyter Notebook;0;62;44;14
parallax/jsPDF;2009-12-06T14:56:32Z;2026-03-05T19:03:42Z;JavaScript;41;753;2586;2482
motiondivision/motion;2018-11-16T09:48:38Z;2026-03-05T20:32:58Z;TypeScript;0;1176;1917;1718
mqyqingfeng/Blog;2017-03-13T10:04:33Z;2026-03-05T08:41:50Z;N/A;0;3;399;101
SagerNet/sing-box;2022-06-30T13:27:22Z;2026-03-05T22:19:07Z;Go;499;190;2951;2791
DevToys-app/DevToys;2021-09-29T01:40:41Z;2026-03-05T19:01:52Z;C#;39;501;979;664
docsifyjs/docsify;2016-11-20T07:55:43Z;2026-03-05T14:57:25Z;JavaScript;16;782;1311;1230
SortableJS/Sortable;2013-12-19T10:10:13Z;2026-03-05T20:29:05Z;JavaScript;31;248;1825;1346
tqdm/tqdm;2015-06-03T13:13:14Z;2026-03-05T17:09:27Z;Python;133;289;1039;594
fabricjs/fabric.js;2010-06-09T22:24:38Z;2026-03-05T14:59:22Z;TypeScript;181;2427;6205;5780
symfony/symfony;2010-01-04T14:21:21Z;2026-03-05T21:56:05Z;PHP;600;25574;21780;21417
pear-devs/pear-desktop;2019-04-19T18:14:40Z;2026-03-05T21:16:14Z;TypeScript;87;1630;1958;1380
eriklindernoren/ML-From-Scratch;2017-02-05T12:11:23Z;2026-03-05T20:34:47Z;Python;0;9;78;37
OAI/OpenAPI-Specification;2014-03-03T16:53:36Z;2026-03-05T14:03:05Z;Markdown;14;1793;2410;2307
iawia002/lux;2018-02-24T11:29:03Z;2026-03-05T16:50:22Z;Go;86;304;1073;548
containers/podman;2017-11-01T15:01:27Z;2026-03-05T22:09:49Z;Go;236;12211;10467;9557
Lightning-AI/pytorch-lightning;2019-03-31T00:45:57Z;2026-03-05T17:04:41Z;Python;172;9336;7497;6660
ascoders/weekly;2017-03-20T06:10:04Z;2026-03-05T10:13:43Z;JavaScript;193;136;370;366
microsoft/calculator;2019-01-28T17:55:49Z;2026-03-05T09:57:53Z;C++;0;913;1147;728
alibaba/p3c;2017-06-23T06:15:51Z;2026-03-05T13:40:43Z;Kotlin;0;62;859;698
webtorrent/webtorrent;2013-10-15T08:16:40Z;2026-03-05T18:15:56Z;JavaScript;229;970;1675;1607
blueimp/jQuery-File-Upload;2010-12-01T15:35:32Z;2026-03-05T21:33:29Z;PHP;0;119;3305;3256
AMAI-GmbH/AI-Expert-Roadmap;2020-10-24T21:49:40Z;2026-03-05T22:29:39Z;JavaScript;0;14;70;54
seaweedfs/seaweedfs;2014-07-14T16:41:37Z;2026-03-05T22:28:17Z;Go;289;3671;3531;2904
mantinedev/mantine;2021-01-07T14:02:19Z;2026-03-05T21:46:13Z;TypeScript;291;1591;3453;3427
aristocratos/btop;2021-05-06T18:40:21Z;2026-03-05T21:16:20Z;C++;54;372;904;481
XIU2/TrackersListCollection;2019-10-03T15:55:07Z;2026-03-05T16:37:25Z;N/A;0;7;0;0
transloadit/uppy;2015-11-16T12:32:33Z;2026-03-05T16:30:56Z;TypeScript;392;3275;2520;2351
blakeblackshear/frigate;2019-01-26T13:52:38Z;2026-03-05T22:34:34Z;TypeScript;81;3723;5882;5793
ityouknow/spring-boot-examples;2016-11-05T05:32:33Z;2026-03-05T21:17:03Z;Java;0;7;109;99
refined-github/refined-github;2016-02-15T16:45:02Z;2026-03-05T18:48:52Z;TypeScript;186;3598;4695;4603
iperov/DeepFaceLive;2020-12-15T12:19:22Z;2026-03-05T20:01:59Z;Python;35;13;144;143
s0md3v/roop;2023-05-28T14:37:54Z;2026-03-05T20:01:48Z;Python;6;82;0;0
layui/layui;2015-09-22T08:12:03Z;2026-03-05T13:44:15Z;JavaScript;173;673;1452;1398
dgtlmoon/changedetection.io;2021-01-27T16:03:30Z;2026-03-05T20:24:51Z;Python;203;1053;1617;1327
VSCodium/vscodium;2018-08-13T14:26:58Z;2026-03-05T22:35:17Z;Shell;263;628;1639;1502
VincentGarreau/particles.js;2014-09-06T14:29:47Z;2026-03-05T09:11:56Z;JavaScript;6;21;412;107
sequelize/sequelize;2010-07-22T07:11:11Z;2026-03-05T19:08:02Z;TypeScript;489;5021;10422;9520
chinabugotech/hutool;2014-04-13T07:23:51Z;2026-03-05T13:25:08Z;Java;156;514;3091;3089
wshobson/agents;2025-07-24T23:28:14Z;2026-03-05T22:35:29Z;Python;0;53;59;53
trailofbits/algo;2016-05-15T03:42:48Z;2026-03-05T21:07:26Z;Python;4;686;1650;1585
pmndrs/react-three-fiber;2019-02-25T14:31:51Z;2026-03-05T20:29:12Z;TypeScript;131;690;1172;1166
ValveSoftware/Proton;2018-03-13T18:45:27Z;2026-03-05T21:15:30Z;C++;76;13;9024;4053
herrbischoff/awesome-macos-command-line;2015-09-22T19:37:55Z;2026-03-05T22:28:02Z;N/A;0;104;0;0
Binaryify/NeteaseCloudMusicApi;2016-06-22T11:58:03Z;2026-03-04T13:06:21Z;N/A;0;292;1336;1189
facebook/folly;2012-06-01T20:49:04Z;2026-03-05T20:40:46Z;C++;280;13;1249;943
tatsu-lab/stanford_alpaca;2023-03-10T23:33:09Z;2026-03-05T09:05:53Z;Python;0;6;268;98
jobbole/awesome-python-cn;2015-11-03T09:50:50Z;2026-03-05T13:23:42Z;Makefile;0;51;34;18
joshbuchea/HEAD;2016-04-20T20:05:37Z;2026-03-05T00:14:00Z;N/A;0;87;93;73
cfenollosa/os-tutorial;2014-09-29T08:39:34Z;2026-03-05T22:29:45Z;C;0;11;182;106
AvaloniaUI/Avalonia;2013-12-05T20:13:21Z;2026-03-05T21:31:48Z;C#;119;5654;8315;6485
waydabber/BetterDisplay;2021-10-24T08:32:56Z;2026-03-05T20:02:33Z;N/A;119;2;2988;2813
spf13/viper;2014-04-02T14:33:33Z;2026-03-05T20:46:52Z;Go;35;520;931;923
openai/openai-python;2020-10-25T23:23:54Z;2026-03-05T22:39:45Z;Python;368;1052;1205;1042
cheeriojs/cheerio;2011-10-09T04:23:20Z;2026-03-05T18:21:33Z;TypeScript;62;3121;1231;1210
songquanpeng/one-api;2023-04-22T12:39:24Z;2026-03-05T17:41:54Z;JavaScript;55;287;1797;896
dragonflydb/dragonfly;2021-12-11T10:00:42Z;2026-03-05T22:30:12Z;C++;114;3992;2118;1853
telegramdesktop/tdesktop;2014-05-02T12:36:31Z;2026-03-05T22:12:59Z;C++;830;1853;15777;14879
grafana/k6;2016-03-21T15:30:24Z;2026-03-05T22:29:55Z;Go;85;2457;2565;1835
jumpserver/jumpserver;2014-07-04T03:54:59Z;2026-03-05T13:53:18Z;Python;264;7871;7647;7580
sunface/rust-course;2018-08-07T05:01:21Z;2026-03-05T17:27:30Z;Rust;0;811;219;154
xuxueli/xxl-job;2015-11-28T12:59:34Z;2026-03-05T13:40:46Z;Java;42;124;3339;3164
StevenBlack/hosts;2012-04-12T20:22:50Z;2026-03-05T21:14:35Z;Python;832;507;2204;2073
vercel/turborepo;2021-10-05T17:37:11Z;2026-03-05T21:33:40Z;Rust;680;7170;2052;1943
encode/django-rest-framework;2011-03-02T17:13:56Z;2026-03-05T22:39:32Z;Python;21;3108;3946;3907
kingToolbox/WindTerm;2019-10-09T19:56:09Z;2026-03-05T15:35:17Z;C;32;1;2915;586
square/leakcanary;2015-04-29T23:54:16Z;2026-03-05T11:13:15Z;Kotlin;43;933;1655;1514
AllThingsSmitty/css-protips;2015-08-29T12:29:03Z;2026-03-05T22:28:04Z;N/A;0;73;63;62
ageron/handson-ml2;2019-01-08T03:49:07Z;2026-03-05T17:25:29Z;Jupyter Notebook;0;65;518;304
google-research/tuning_playbook;2023-01-18T23:32:32Z;2026-03-05T13:33:30Z;N/A;0;14;45;34
GoogleChrome/lighthouse;2016-03-08T01:03:11Z;2026-03-05T15:21:40Z;JavaScript;130;5564;9257;8771
apolloconfig/apollo;2016-03-04T10:24:23Z;2026-03-05T13:28:23Z;Java;42;1498;3398;3258
hashicorp/consul;2013-11-04T22:15:27Z;2026-03-05T19:18:29Z;Go;256;14140;5579;4285
foundation/foundation-sites;2011-10-13T23:05:42Z;2026-03-05T18:28:57Z;HTML;79;2958;8240;8179
iced-rs/iced;2019-07-15T22:34:46Z;2026-03-05T21:40:28Z;Rust;18;1161;1308;964
JushBJJ/Mr.-Ranedeer-AI-Tutor;2023-03-31T12:37:26Z;2026-03-05T16:19:35Z;N/A;3;0;48;34
nvim-lua/kickstart.nvim;2022-06-24T03:11:24Z;2026-03-05T20:19:57Z;Lua;0;265;666;633
openssl/openssl;2013-01-15T22:34:48Z;2026-03-05T20:04:05Z;C;297;145;11166;9968
qarmin/czkawka;2020-09-01T17:37:29Z;2026-03-05T19:50:11Z;Rust;40;468;1116;694
zellij-org/zellij;2020-09-01T14:04:28Z;2026-03-05T22:11:00Z;Rust;65;1386;2526;1194
vuejs/vue-cli;2015-12-26T23:11:20Z;2026-03-05T16:07:04Z;JavaScript;178;1259;5501;4564
